YEAR,SECTION,QUESTION_NUMBER,QUESTION_TEXT,QUESTION_TYPE,MARKS,DIFFICULTY_LABEL,TOPIC,ANSWER_TEXT
2021,Section A (C++),4d,Write a C++ function to perform bubble sort on an array of n integers in ascending order.,Long Answer,5.0,hard,Data Structures - Sorting (Bubble Sort),"void bubbleSort(int a[], int n){ for(int i=0;i<n-1;i++) for(int j=0;j<n-i-1;j++) if(a[j]>a[j+1]){ int t=a[j]; a[j]=a[j+1]; a[j+1]=t; } }"
2025,Section A,6b,"Calculate the address of element A[3][2] given base address 1000, 4 bytes per element, and 4 columns.",Short Answer,2.0,medium,Arrays - Memory Address Calculation,Address = Base + (Row*Cols + Col)*Size = 1000 + (3*4+2)*4 = 1000 + 56 = 1056
2016,Section A (C++),3e,Write a C++ function to search an element in a sorted array using binary search.,Long Answer,5.0,hard,Python - Binary Search,"int binarySearch(int a[], int n, int key){ int l=0,r=n-1; while(l<=r){ int m=(l+r)/2; if(a[m]==key) return m; else if(a[m]<key) l=m+1; else r=m-1; } return -1; }"
2011,Section A (C++),3g,What is a binary file in C++? How does it differ from a text file?,Short Answer,2.0,easy,File Handling - Binary Files,Binary files store data in binary format (as it is in memory). Text files store data in human-readable ASCII form. Binary files are faster and compact; text files are portable and editable.
2017,Section A (C++),5b,Write a C++ program to write an integer array to a binary file using write().,Long Answer,4.0,hard,C++ Binary File Handling,"#include<fstream.h>
void main(){ int a[]={1,2,3,4,5}; ofstream f('data.dat',ios::binary); f.write((char*)a,sizeof(a)); f.close(); }"
2013,Section A (C++),5f,What is the use of seekg() and tellg() in C++ file handling?,Short Answer,2.0,easy,C++ Binary File Handling / seekg / tellg,seekg() moves the get pointer to a specified position. tellg() returns the current position of the get pointer in the file.
2018,Section A (C++),1h,Write a C++ function to count the number of objects stored in a binary file for a class EMPLOYEE.,Short Answer,2.0,hard,File Handling - Binary Files,"int countObjects(){ ifstream f('emp.dat',ios::binary); int cnt=0; EMPLOYEE e; while(f.read((char*)&e,sizeof(e))) cnt++; f.close(); return cnt; }"
2023,Section A,2f,Write a C++ function to read and display all records from a text file 'students.txt' line by line.,Short Answer,2.0,hard,File Handling - Text Files,"void display(){ ifstream f('students.txt'); char line[100]; while(f.getline(line,100)) cout<<line<<endl; f.close(); }"
2012,Section A (C++),6e,Write a function to insert a node at the beginning of a singly linked list in C++.,Long Answer,5.0,hard,C++ Linked List / Queue / Dynamic Memory,"void insertAtFront(Node *&head, int data){ Node *n=new Node; n->data=data; n->next=head; head=n; }"
2019,Section A (C++),4f,Write C++ functions PUSH() and POP() for a stack implemented using an array. Assume MAX=10.,Long Answer,5.0,hard,Data Structures - Stack,"int stk[10],top=-1;
void PUSH(int x){ if(top==9) cout<<'Overflow'; else stk[++top]=x; }
int POP(){ if(top==-1){ cout<<'Underflow'; return -1; } return stk[top--]; }"
2016,Section A (C++),4g,Convert the infix expression A+B*C-D to postfix using a stack. Show all steps.,Short Answer,3.0,medium,Data Structures - Stack (Infix to Postfix),"Steps: A→output, +→stack, B→output, *→stack(higher prec), C→output, pop * B*C, then -, pop + A+B*C, D→output, pop -. Postfix: ABC*+D-"
2018,Section A (C++),5h,Evaluate the postfix expression 5 3 2 * + using a stack. Show steps.,Short Answer,2.0,medium,Data Structures - Stack (Postfix Evaluation),"Push 5, push 3, push 2, * → 3*2=6 push 6, + → 5+6=11. Result: 11"
2015,Section A (C++),1c,Identify which of the following are keywords and which are user-defined identifiers in C++: (i) float (ii) MyClass (iii) return (iv) counter99,Very Short Answer,1.0,easy,C++ Basics - Tokens,(i) float - Keyword (ii) MyClass - User defined Identifier (iii) return - Keyword (iv) counter99 - User defined Identifier
2025,Section A,2h,Which header file is required to use functions like sqrt() and pow() in C++?,Very Short Answer,1.0,easy,C++ Basics - Header Files,math.h
2018,Section A (C++),6g,Name the header files required to use: (i) strlen() (ii) clrscr() (iii) cout,Very Short Answer,1.0,easy,C++ Basics - Header Files,(i) string.h (ii) conio.h (iii) iostream.h
2011,Section A (C++),5d,What is the difference between a keyword and an identifier in C++? Give one example of each.,Short Answer,2.0,easy,C++ Basics - Tokens,"Keywords are reserved words with predefined meaning in C++ (e.g., int, while). Identifiers are user-defined names for variables, functions, etc. (e.g., total, myFunc)."
2021,Section A (C++),4c,Rewrite the following code after removing all syntactical errors: void main(){ Int x=10; cout<<'Value='<<x; },Short Answer,2.0,medium,C++ Basics - Syntax Errors,"Errors: (1) Int should be int (lowercase) (2) Single quotes should be double quotes for string literal. Corrected: void main(){ int x=10; cout<<""Value=""<<x; }"
2017,Section A (C++),2e,"Rewrite the following C++ code removing errors: void main(){ int A,B; cin>>A,B; if A>B cout<<A; else cout<<B; }",Short Answer,2.0,medium,C++ Basics - Syntax Errors,"Errors: (1) cin>>A,B; should be cin>>A>>B; (2) Missing parentheses in if condition. Corrected: if(A>B) cout<<A; else cout<<B;"
2023,Section A,4f,"Find the output of the following C++ code: int a=5,b=3; cout<<a++<<' '<<++b<<' '<<a+b;",Short Answer,2.0,medium,C++ Basics - Tokens,"Output: 5 4 10 (a++ gives 5 then becomes 6, ++b gives 4, a+b = 6+4 = 10)"
2012,Section A (C++),6d,What is the difference between call by value and call by reference in C++? Illustrate with an example.,Short Answer,2.0,medium,C++ Basics - Pointers and Functions,"Call by value: a copy of the argument is passed; changes do not affect original. Call by reference: address is passed; changes affect original. Example: void swap(int &a, int &b){ int t=a; a=b; b=t; }"
2023,Section A,3e,Write a C++ function to swap two numbers using pointers.,Short Answer,2.0,hard,C++ Basics - Pointers and Functions,"void swap(int *a, int *b){ int t=*a; *a=*b; *b=t; }"
2015,Section A (C++),3d,What is a default argument in C++ function? Write a function Area() with one default argument.,Short Answer,2.0,hard,C++ Basics - Reference Parameters and Default Arguments,"A default argument provides a default value if no value is passed. Example: float Area(float l, float b=5.0){ return l*b; }"
2022,Section A,2b,Write a C++ function using #define to find the cube of a number. Show its usage in main().,Short Answer,2.0,hard,C++ Basics - Macros and Arrays,"#define CUBE(x) (x*x*x)
void main(){ int n=3; cout<<CUBE(n); }  Output: 27"
2014,Section A (C++),2a,"Write the output of: int arr[]={5,10,15,20}; int *p=arr; cout<<*p<<' '<<*(p+2)<<' '<<p[3];",Short Answer,2.0,medium,C++ Basics - Pointers and Arrays,Output: 5 15 20
2017,Section A (C++),3h,Explain the concept of function overloading in C++ with an example showing two functions named calculate().,Short Answer,3.0,medium,C++ Function Overloading,"Function overloading allows multiple functions with the same name but different parameters. Example: int calculate(int a, int b){ return a+b; } float calculate(float a, float b){ return a*b; }"
2025,Section A,5g,Write a C++ program to find the largest element in a 1D array of n integers using a function.,Long Answer,4.0,hard,C++ Arrays / Functions,"int largest(int arr[], int n){ int max=arr[0]; for(int i=1;i<n;i++) if(arr[i]>max) max=arr[i]; return max; }"
2023,Section A,6a,Write a C++ function to calculate the sum of each row of a 2D array of size 3x3.,Long Answer,4.0,hard,C++ 2D Arrays / Functions,"void rowSum(int a[][3], int r){ for(int i=0;i<r;i++){ int s=0; for(int j=0;j<3;j++) s+=a[i][j]; cout<<'Row '<<i<<' sum='<<s<<endl; } }"
2016,Section A (C++),2e,"What is the address stored in pointer p? int arr[5]={10,20,30,40,50}; int *p=arr+2; cout<<*p;",Very Short Answer,1.0,easy,C++ Basics - Pointers and Arrays,Output: 30 (p points to arr[2] which is 30)
2014,Section A (C++),1e,What will be output of: for(int i=0;i<3;i++){ for(int j=i;j<3;j++) cout<<'*'; cout<<endl; },Short Answer,2.0,medium,C++ Loops and Arrays,"***
**
*"
2018,Section B (Python),6c,Identify valid Python identifiers from: (i) _count (ii) 2name (iii) my-var (iv) TotalScore,Very Short Answer,1.0,easy,Python Basics - Identifiers,Valid: (i) _count (iv) TotalScore. Invalid: (ii) 2name (starts with digit) (iii) my-var (hyphen not allowed)
2011,Section B (Python),6h,Which Python library module contains the function randint()? Write a statement to generate a random integer between 1 and 50.,Very Short Answer,1.0,easy,Python Basics - Library Modules,"Module: random. Statement: import random; x = random.randint(1,50)"
2010,Section B (Python),1b,What are mutable and immutable data types in Python? Give one example of each.,Short Answer,2.0,medium,Python Basics - Data Types,"Mutable types can be changed after creation (e.g., list). Immutable types cannot be changed (e.g., tuple)."
2020,Section B (Python),5e,Rewrite the following Python code removing all errors: def square(n) return n*n print(square[5]),Short Answer,2.0,medium,Python Basics - Syntax Errors,"Errors: (1) Missing colon after def square(n) (2) square[5] should be square(5). Corrected: def square(n): return n*n
print(square(5))"
2012,Section B (Python),4f,"Find the output: x=[10,20,30,40,50]; print(x[1:4]); print(x[-2:])",Short Answer,2.0,medium,Python Basics - Lists and Loops,"[20, 30, 40]
[40, 50]"
2012,Section B (Python),4c,Write a Python program to print the sum of all even numbers from 1 to 100.,Short Answer,2.0,hard,Python Loops,"s=0
for i in range(2,101,2): s+=i
print(s)  # Output: 2550"
2017,Section B (Python),1b,What is the difference between append() and extend() methods in Python lists?,Very Short Answer,1.0,easy,Python Basics - Lists and Loops,append() adds a single element to the end. extend() adds all elements of an iterable to the end.
2018,Section B (Python),4b,Write a Python function to find the factorial of a number using recursion.,Short Answer,2.0,hard,Python Basics - Functions and Default Arguments,"def fact(n):
    if n==0: return 1
    return n*fact(n-1)"
2017,Section B (Python),5b,Write a Python program to count the number of vowels in a given string.,Short Answer,2.0,hard,Python Basics - String Operations and Loops,"def countVowels(s):
    return sum(1 for c in s.lower() if c in 'aeiou')"
2020,Section B (Python),3g,"What is the use of the random module in Python? Write code to shuffle a list L=[1,2,3,4,5].",Short Answer,2.0,hard,Python Basics - Random and Lists,"random module provides functions for random operations. import random; L=[1,2,3,4,5]; random.shuffle(L); print(L)"
2017,Section B (Python),4d,What is the difference between a list and a tuple in Python?,Very Short Answer,1.0,easy,Python Data Structures,"List is mutable (can be changed), uses []. Tuple is immutable (cannot be changed), uses (). Lists are slower; tuples are faster."
2014,Section B (Python),1c,Write a Python function that returns the second largest element in a list.,Short Answer,2.0,hard,Python - Lists and String Operations,"def secondLargest(lst):
    s=sorted(set(lst),reverse=True)
    return s[1] if len(s)>1 else None"
2016,Section B (Python),3h,What is a constructor in Python? Write a class Circle with a constructor that initializes radius.,Short Answer,2.0,hard,Python OOP - Class Definition,"__init__ is the constructor. class Circle:
    def __init__(self,r):
        self.radius=r
    def area(self):
        return 3.14*self.radius**2"
2023,Section B,3a,Differentiate between class variables and instance variables in Python with an example.,Short Answer,2.0,medium,Python OOP - Class Variables and Instance Variables,"Class variable: shared by all objects (e.g., count=0 inside class). Instance variable: unique per object (e.g., self.name in __init__)."
2025,Section B,5f,Explain method overriding in Python with an example using Animal and Dog classes.,Short Answer,3.0,medium,Python OOP - Polymorphism,"class Animal:
    def sound(self): print('Generic sound')
class Dog(Animal):
    def sound(self): print('Woof')  # overrides Animal.sound()"
2013,Section B (Python),3g,Write a Python class RECTANGLE with methods to calculate area and perimeter.,Short Answer,2.0,hard,Python OOP - Class Definition,"class RECTANGLE:
    def __init__(self,l,b): self.l=l; self.b=b
    def area(self): return self.l*self.b
    def perimeter(self): return 2*(self.l+self.b)"
2025,Section B,6d,"What is multiple inheritance in Python? Give an example with classes P, Q, R where R inherits from P and Q.",Short Answer,3.0,hard,Python OOP - Multiple Inheritance,"class P:
    def show(self): print('P')
class Q:
    def display(self): print('Q')
class R(P,Q): pass
r=R(); r.show(); r.display()"
2018,Section B (Python),2f,What is the use of super() in Python? Demonstrate with a parent and child class.,Short Answer,2.0,easy,Python Inheritance / super(),"super() refers to the parent class. class Child(Parent):
    def __init__(self):
        super().__init__()  # calls Parent's __init__"
2025,Section B,6f,"Find the output: class A:
    def __init__(self): print('A init')
class B(A):
    def __init__(self): super().__init__(); print('B init')
b=B()",Short Answer,2.0,medium,Python Constructors / Inheritance,"A init
B init"
2019,Section B (Python),1a,Write a Python class EMPLOYEE with private attribute __salary and a method to get and set the salary.,Short Answer,2.0,hard,Python Classes,"class EMPLOYEE:
    def __init__(self,s): self.__salary=s
    def getSalary(self): return self.__salary
    def setSalary(self,s): self.__salary=s"
2011,Section B (Python),6d,Write Python functions to PUSH and POP elements in a stack using a list.,Short Answer,2.0,hard,Python Stack Programs,"stack=[]
def PUSH(s,x): s.append(x)
def POP(s):
    if s: return s.pop()
    print('Underflow')"
